id,sku,revised_sku,price,stock,color_id,size_id,print_option,print_position,max_print_width,max_print_height,print_area_unit,product_id,bulk_discount_plan_id
3950,T9107.018.XS,ina018.XS,6.86,1086,48,2,59,26,100,100,mm,1256,
3951,T9107.018.XXL,ina18.XXL,6.86,1716,48,7,59,26,100,100,mm,1256,
3952,T9107.018.XXS,ina18.XXS,6.86,90,48,1,59,26,100,100,mm,1256,
3953,T9107.018.XXXL,ina8.XXXL,6.86,546,48,8,59,26,100,100,mm,1256,
3954,T9107.019.L,ian.019.L,6.86,1775,17,5,59,26,100,100,mm,1256,
3955,T9107.019.M,ian.019.M,6.86,1976,17,4,59,26,100,100,mm,1256,
3956,T9107.019.S,ian.019.S,6.86,1090,17,3,59,26,100,100,mm,1256,
3957,T9107.019.XL,ian019.XL,6.86,884,17,6,59,26,100,100,mm,1256,
3958,T9107.019.XS,ian019.XS,6.86,407,17,2,59,26,100,100,mm,1256,
3959,T9107.019.XXL,ian19.XXL,6.86,440,17,7,59,26,100,100,mm,1256,
3960,T9107.019.XXS,ian19.XXS,6.86,8,17,1,59,26,100,100,mm,1256,
3961,T9107.019.XXXL,ian9.XXXL,6.86,113,17,8,59,26,100,100,mm,1256,
3962,T9107.020.L,ikh.020.L,6.86,1285,22,5,59,26,100,100,mm,1256,
3963,T9107.020.M,ikh.020.M,6.86,1682,22,4,59,26,100,100,mm,1256,
3964,T9107.020.S,ikh.020.S,6.86,1421,22,3,59,26,100,100,mm,1256,
3965,T9107.020.XL,ikh020.XL,6.86,587,22,6,59,26,100,100,mm,1256,
3966,T9107.020.XS,ikh020.XS,6.86,471,22,2,59,26,100,100,mm,1256,
3967,T9107.020.XXL,ikh20.XXL,6.86,237,22,7,59,26,100,100,mm,1256,
3968,T9107.020.XXS,ikh20.XXS,6.86,46,22,1,59,26,100,100,mm,1256,
3969,T9107.020.XXXL,ikh0.XXXL,6.86,168,22,8,59,26,100,100,mm,1256,
3970,T9107.021.L,ioc.021.L,6.86,466,57,5,59,26,100,100,mm,1256,
3971,T9107.021.M,ioc.021.M,6.86,491,57,4,59,26,100,100,mm,1256,
3972,T9107.021.S,ioc.021.S,6.86,196,57,3,59,26,100,100,mm,1256,
3973,T9107.021.XL,ioc021.XL,6.86,252,57,6,59,26,100,100,mm,1256,
3974,T9107.021.XS,ioc021.XS,6.86,70,57,2,59,26,100,100,mm,1256,
3975,T9107.021.XXL,ioc21.XXL,6.86,67,57,7,59,26,100,100,mm,1256,
3976,T9107.021.XXS,ioc21.XXS,7.96,0,57,1,59,26,100,100,mm,1256,
3977,T9107.021.XXXL,ioc1.XXXL,6.86,95,57,8,59,26,100,100,mm,1256,
3978,T9107.022.L,isk.022.L,6.86,1685,38,5,59,26,100,100,mm,1256,
3979,T9107.022.M,isk.022.M,6.86,1960,38,4,59,26,100,100,mm,1256,
3980,T9107.022.S,isk.022.S,6.86,1029,38,3,59,26,100,100,mm,1256,
3981,T9107.022.XL,isk022.XL,6.86,1257,38,6,59,26,100,100,mm,1256,
3982,T9107.022.XS,isk022.XS,6.86,482,38,2,59,26,100,100,mm,1256,
3983,T9107.022.XXL,isk22.XXL,6.86,511,38,7,59,26,100,100,mm,1256,
3984,T9107.022.XXS,isk22.XXS,6.86,49,38,1,59,26,100,100,mm,1256,
3985,T9107.022.XXXL,isk2.XXXL,6.86,208,38,8,59,26,100,100,mm,1256,
3986,T9107.023.L,iic.023.L,6.86,2008,41,5,59,26,100,100,mm,1256,
3987,T9107.023.M,iic.023.M,6.86,2006,41,4,59,26,100,100,mm,1256,
3988,T9107.023.S,iic.023.S,6.86,956,41,3,59,26,100,100,mm,1256,
3989,T9107.023.XL,iic023.XL,6.86,1383,41,6,59,26,100,100,mm,1256,
3990,T9107.023.XS,iic023.XS,6.86,381,41,2,59,26,100,100,mm,1256,
3991,T9107.023.XXL,iic23.XXL,6.86,492,41,7,59,26,100,100,mm,1256,
3992,T9107.023.XXS,iic23.XXS,6.86,45,41,1,59,26,100,100,mm,1256,
3993,T9107.023.XXXL,iic3.XXXL,6.86,225,41,8,59,26,100,100,mm,1256,
3994,T9107.025.L,iro.025.L,6.86,1189,27,5,59,26,100,100,mm,1256,
3995,T9107.025.M,iro.025.M,6.86,1017,27,4,59,26,100,100,mm,1256,
3996,T9107.025.S,iro.025.S,6.86,324,27,3,59,26,100,100,mm,1256,
3997,T9107.025.XL,iro025.XL,6.86,789,27,6,59,26,100,100,mm,1256,
3998,T9107.025.XS,iro025.XS,6.86,199,27,2,59,26,100,100,mm,1256,
3999,T9107.025.XXL,iro25.XXL,6.86,288,27,7,59,26,100,100,mm,1256,
4000,T9107.025.XXS,iro25.XXS,6.86,38,27,1,59,26,100,100,mm,1256,
4001,T9107.025.XXXL,iro5.XXXL,6.86,171,27,8,59,26,100,100,mm,1256,
4002,T9107.029.L,ire.029.L,6.86,1956,18,5,59,26,100,100,mm,1256,
4003,T9107.029.M,ire.029.M,6.86,1871,18,4,59,26,100,100,mm,1256,
4004,T9107.029.S,ire.029.S,6.86,1045,18,3,59,26,100,100,mm,1256,
4005,T9107.029.XL,ire029.XL,6.86,1221,18,6,59,26,100,100,mm,1256,
4006,T9107.029.XS,ire029.XS,6.86,281,18,2,59,26,100,100,mm,1256,
4007,T9107.029.XXL,ire29.XXL,6.86,488,18,7,59,26,100,100,mm,1256,
4008,T9107.029.XXS,ire29.XXS,6.86,50,18,1,59,26,100,100,mm,1256,
4009,T9107.029.XXXL,ire9.XXXL,6.86,297,18,8,59,26,100,100,mm,1256,
4010,T9107.032.4XL,ili32.4XL,6.86,46,49,9,59,26,100,100,mm,1256,
4011,T9107.032.5XL,ili32.5XL,6.86,41,49,10,59,26,100,100,mm,1256,
4012,T9107.032.L,ili.032.L,6.86,3764,49,5,59,26,100,100,mm,1256,
4013,T9107.032.M,ili.032.M,6.86,3898,49,4,59,26,100,100,mm,1256,
4014,T9107.032.S,ili.032.S,6.86,2334,49,3,59,26,100,100,mm,1256,
4015,T9107.032.XL,ili032.XL,6.86,2246,49,6,59,26,100,100,mm,1256,
4016,T9107.032.XS,ili032.XS,6.86,668,49,2,59,26,100,100,mm,1256,
4017,T9107.032.XXL,ili32.XXL,6.86,954,49,7,59,26,100,100,mm,1256,
4018,T9107.032.XXS,ili32.XXS,7.96,0,49,1,59,26,100,100,mm,1256,
4019,T9107.032.XXXL,ili2.XXXL,6.86,297,49,8,59,26,100,100,mm,1256,
4020,T9107.033.L,ili.033.L,6.86,1470,63,5,59,26,100,100,mm,1256,
4021,T9107.033.M,ili.033.M,6.86,1387,63,4,59,26,100,100,mm,1256,
4022,T9107.033.S,ili.033.S,6.86,1047,63,3,59,26,100,100,mm,1256,
4023,T9107.033.XL,ili033.XL,6.86,932,63,6,59,26,100,100,mm,1256,
4024,T9107.033.XS,ili033.XS,6.86,253,63,2,59,26,100,100,mm,1256,
4025,T9107.033.XXL,ili33.XXL,6.86,335,63,7,59,26,100,100,mm,1256,
4026,T9107.033.XXS,ili33.XXS,7.96,0,63,1,59,26,100,100,mm,1256,
4027,T9107.033.XXXL,ili3.XXXL,6.86,127,63,8,59,26,100,100,mm,1256,
4028,T9107.034.L,ili.034.L,6.86,2558,64,5,59,26,100,100,mm,1256,
4029,T9107.034.M,ili.034.M,6.86,2699,64,4,59,26,100,100,mm,1256,
4030,T9107.034.S,ili.034.S,6.86,1479,64,3,59,26,100,100,mm,1256,
4031,T9107.034.XL,ili034.XL,6.86,1162,64,6,59,26,100,100,mm,1256,
4032,T9107.034.XS,ili034.XS,6.86,615,64,2,59,26,100,100,mm,1256,
4033,T9107.034.XXL,ili34.XXL,6.86,481,64,7,59,26,100,100,mm,1256,
4034,T9107.034.XXS,ili34.XXS,6.86,49,64,1,59,26,100,100,mm,1256,
4035,T9107.034.XXXL,ili4.XXXL,6.86,46,64,8,59,26,100,100,mm,1256,
4036,T9107.036.L,icr.036.L,6.86,1863,50,5,59,26,100,100,mm,1256,
4037,T9107.036.M,icr.036.M,6.86,1798,50,4,59,26,100,100,mm,1256,
4038,T9107.036.S,icr.036.S,6.86,928,50,3,59,26,100,100,mm,1256,
4039,T9107.036.XL,icr036.XL,6.86,1213,50,6,59,26,100,100,mm,1256,
4040,T9107.036.XS,icr036.XS,6.86,337,50,2,59,26,100,100,mm,1256,
4041,T9107.036.XXL,icr36.XXL,6.86,503,50,7,59,26,100,100,mm,1256,
4042,T9107.036.XXS,icr36.XXS,6.86,24,50,1,59,26,100,100,mm,1256,
4043,T9107.036.XXXL,icr6.XXXL,6.86,188,50,8,59,26,100,100,mm,1256,
4044,T9107.037.L,icr.037.L,6.86,1832,51,5,59,26,100,100,mm,1256,
4045,T9107.037.M,icr.037.M,6.86,1772,51,4,59,26,100,100,mm,1256,
4046,T9107.037.S,icr.037.S,6.86,1038,51,3,59,26,100,100,mm,1256,
4047,T9107.037.XL,icr037.XL,6.86,1192,51,6,59,26,100,100,mm,1256,
4048,T9107.037.XS,icr037.XS,6.86,375,51,2,59,26,100,100,mm,1256,
4049,T9107.037.XXL,icr37.XXL,6.86,487,51,7,59,26,100,100,mm,1256,
4050,T9107.037.XXS,icr37.XXS,6.86,47,51,1,59,26,100,100,mm,1256,
4051,T9107.037.XXXL,icr7.XXXL,6.86,186,51,8,59,26,100,100,mm,1256,
4052,T9107.038.L,ipe.038.L,6.86,2098,52,5,59,26,100,100,mm,1256,
4053,T9107.038.M,ipe.038.M,6.86,1957,52,4,59,26,100,100,mm,1256,
4054,T9107.038.S,ipe.038.S,6.86,1051,52,3,59,26,100,100,mm,1256,
4055,T9107.038.XL,ipe038.XL,6.86,1262,52,6,59,26,100,100,mm,1256,
4056,T9107.038.XS,ipe038.XS,6.86,360,52,2,59,26,100,100,mm,1256,
4057,T9107.038.XXL,ipe38.XXL,6.86,529,52,7,59,26,100,100,mm,1256,
4058,T9107.038.XXS,ipe38.XXS,6.86,50,52,1,59,26,100,100,mm,1256,
4059,T9107.038.XXXL,ipe8.XXXL,6.86,189,52,8,59,26,100,100,mm,1256,
4060,T9107.039.L,icl.039.L,6.86,2038,53,5,59,26,100,100,mm,1256,
4061,T9107.039.M,icl.039.M,6.86,1951,53,4,59,26,100,100,mm,1256,
4062,T9107.039.S,icl.039.S,6.86,995,53,3,59,26,100,100,mm,1256,
4063,T9107.039.XL,icl039.XL,6.86,1342,53,6,59,26,100,100,mm,1256,
4064,T9107.039.XS,icl039.XS,6.86,329,53,2,59,26,100,100,mm,1256,
4065,T9107.039.XXL,icl39.XXL,6.86,526,53,7,59,26,100,100,mm,1256,
4066,T9107.039.XXS,icl39.XXS,6.86,48,53,1,59,26,100,100,mm,1256,
4067,T9107.039.XXXL,icl9.XXXL,6.86,200,53,8,59,26,100,100,mm,1256,
4068,T9107.040.4XL,iiv40.4XL,6.86,198,54,9,59,26,100,100,mm,1256,
4069,T9107.040.5XL,iiv40.5XL,6.86,149,54,10,59,26,100,100,mm,1256,
4070,T9107.040.L,iiv.040.L,6.86,9232,54,5,59,26,100,100,mm,1256,
4071,T9107.040.M,iiv.040.M,6.86,9244,54,4,59,26,100,100,mm,1256,
4072,T9107.040.S,iiv.040.S,6.86,5344,54,3,59,26,100,100,mm,1256,
4073,T9107.040.XL,iiv040.XL,6.86,5132,54,6,59,26,100,100,mm,1256,
4074,T9107.040.XS,iiv040.XS,6.86,1558,54,2,59,26,100,100,mm,1256,
4075,T9107.040.XXL,iiv40.XXL,6.86,2322,54,7,59,26,100,100,mm,1256,
4076,T9107.040.XXS,iiv40.XXS,6.86,97,54,1,59,26,100,100,mm,1256,
4077,T9107.040.XXXL,iiv0.XXXL,6.86,667,54,8,59,26,100,100,mm,1256,
4078,T9107.041.L,ili.041.L,6.86,1323,65,5,59,26,100,100,mm,1256,
4079,T9107.041.M,ili.041.M,6.86,1270,65,4,59,26,100,100,mm,1256,
4080,T9107.041.S,ili.041.S,6.86,764,65,3,59,26,100,100,mm,1256,
4081,T9107.041.XL,ili041.XL,6.86,842,65,6,59,26,100,100,mm,1256,
4082,T9107.041.XS,ili041.XS,6.86,298,65,2,59,26,100,100,mm,1256,
4083,T9107.041.XXL,ili41.XXL,6.86,369,65,7,59,26,100,100,mm,1256,
4084,T9107.041.XXS,ili41.XXS,6.86,45,65,1,59,26,100,100,mm,1256,
4085,T9107.041.XXXL,ili1.XXXL,6.86,142,65,8,59,26,100,100,mm,1256,
4086,T9107.042.L,ili.042.L,6.86,1598,66,5,59,26,100,100,mm,1256,
4087,T9107.042.M,ili.042.M,6.86,1608,66,4,59,26,100,100,mm,1256,
4088,T9107.042.S,ili.042.S,6.86,885,66,3,59,26,100,100,mm,1256,
4089,T9107.042.XL,ili042.XL,6.86,931,66,6,59,26,100,100,mm,1256,
4090,T9107.042.XS,ili042.XS,6.86,237,66,2,59,26,100,100,mm,1256,
4091,T9107.042.XXL,ili42.XXL,6.86,401,66,7,59,26,100,100,mm,1256,
4092,T9107.042.XXS,ili42.XXS,6.86,48,66,1,59,26,100,100,mm,1256,
4093,T9107.042.XXXL,ili2.XXXL,6.86,96,66,8,59,26,100,100,mm,1256,
4094,T9107.043.L,ili.043.L,6.86,1498,67,5,59,26,100,100,mm,1256,
4095,T9107.043.M,ili.043.M,6.86,1293,67,4,59,26,100,100,mm,1256,
4096,T9107.043.S,ili.043.S,6.86,972,67,3,59,26,100,100,mm,1256,
4097,T9107.043.XL,ili043.XL,6.86,922,67,6,59,26,100,100,mm,1256,
4098,T9107.043.XS,ili043.XS,6.86,475,67,2,59,26,100,100,mm,1256,
4099,T9107.043.XXL,ili43.XXL,6.86,376,67,7,59,26,100,100,mm,1256,
4100,T9107.043.XXS,ili43.XXS,7.96,0,67,1,59,26,100,100,mm,1256,
4101,T9107.043.XXXL,ili3.XXXL,6.86,81,67,8,59,26,100,100,mm,1256,
4102,T9200.001.4XL,ibl01.4XL,15.76,33,1,9,59,26,100,70,mm,1257,
4103,T9200.001.5XL,ibl01.5XL,15.76,36,1,10,59,26,100,70,mm,1257,
4104,T9200.001.L,ibl.001.L,15.76,1375,1,5,59,26,100,70,mm,1257,
4105,T9200.001.M,ibl.001.M,15.76,2643,1,4,59,26,100,70,mm,1257,
4106,T9200.001.S,ibl.001.S,15.76,2511,1,3,59,26,100,70,mm,1257,
4107,T9200.001.XL,ibl001.XL,15.76,331,1,6,59,26,100,70,mm,1257,
4108,T9200.001.XS,ibl001.XS,15.76,874,1,2,59,26,100,70,mm,1257,
4109,T9200.001.XXL,ibl01.XXL,15.76,271,1,7,59,26,100,70,mm,1257,
4110,T9200.001.XXS,ibl01.XXS,15.76,139,1,1,59,26,100,70,mm,1257,
4111,T9200.001.XXXL,ibl1.XXXL,15.76,0,1,8,59,26,100,70,mm,1257,
4112,T9200.002.4XL,ina02.4XL,15.76,57,2,9,59,26,100,70,mm,1257,
4113,T9200.002.5XL,ina02.5XL,15.76,88,2,10,59,26,100,70,mm,1257,
4114,T9200.002.L,ina.002.L,15.76,2793,2,5,59,26,100,70,mm,1257,
4115,T9200.002.M,ina.002.M,15.76,3209,2,4,59,26,100,70,mm,1257,
4116,T9200.002.S,ina.002.S,15.76,2417,2,3,59,26,100,70,mm,1257,
4117,T9200.002.XL,ina002.XL,15.76,1358,2,6,59,26,100,70,mm,1257,
4118,T9200.002.XS,ina002.XS,15.76,652,2,2,59,26,100,70,mm,1257,
4119,T9200.002.XXL,ina02.XXL,15.76,630,2,7,59,26,100,70,mm,1257,
4120,T9200.002.XXS,ina02.XXS,15.76,129,2,1,59,26,100,70,mm,1257,
4121,T9200.002.XXXL,ina2.XXXL,15.76,51,2,8,59,26,100,70,mm,1257,
4122,T9200.004.4XL,ire04.4XL,15.76,98,47,9,59,26,100,70,mm,1257,
4123,T9200.004.5XL,ire04.5XL,15.76,60,47,10,59,26,100,70,mm,1257,
4124,T9200.004.L,ire.004.L,15.76,2466,47,5,59,26,100,70,mm,1257,
4125,T9200.004.M,ire.004.M,15.76,2697,47,4,59,26,100,70,mm,1257,
4126,T9200.004.S,ire.004.S,15.76,1652,47,3,59,26,100,70,mm,1257,
4127,T9200.004.XL,ire004.XL,15.76,1431,47,6,59,26,100,70,mm,1257,
4128,T9200.004.XS,ire004.XS,15.76,493,47,2,59,26,100,70,mm,1257,
4129,T9200.004.XXL,ire04.XXL,15.76,720,47,7,59,26,100,70,mm,1257,
4130,T9200.004.XXS,ire04.XXS,15.76,94,47,1,59,26,100,70,mm,1257,
4131,T9200.004.XXXL,ire4.XXXL,15.76,261,47,8,59,26,100,70,mm,1257,
4132,T9200.005.4XL,ifo05.4XL,15.76,41,40,9,59,26,100,70,mm,1257,
4133,T9200.005.5XL,ifo05.5XL,15.76,46,40,10,59,26,100,70,mm,1257,
4134,T9200.005.L,ifo.005.L,15.76,220,40,5,59,26,100,70,mm,1257,
4135,T9200.005.M,ifo.005.M,15.76,452,40,4,59,26,100,70,mm,1257,
4136,T9200.005.S,ifo.005.S,15.76,203,40,3,59,26,100,70,mm,1257,
4137,T9200.005.XL,ifo005.XL,15.76,112,40,6,59,26,100,70,mm,1257,
4138,T9200.005.XS,ifo005.XS,15.76,110,40,2,59,26,100,70,mm,1257,
4139,T9200.005.XXL,ifo05.XXL,15.76,0,40,7,59,26,100,70,mm,1257,
4140,T9200.005.XXS,ifo05.XXS,15.76,0,40,1,59,26,100,70,mm,1257,
4141,T9200.005.XXXL,ifo5.XXXL,15.76,52,40,8,59,26,100,70,mm,1257,
4142,T9200.007.L,ibu.007.L,15.76,740,55,5,59,26,100,70,mm,1257,
4143,T9200.007.M,ibu.007.M,15.76,716,55,4,59,26,100,70,mm,1257,
4144,T9200.007.S,ibu.007.S,15.76,379,55,3,59,26,100,70,mm,1257,
4145,T9200.007.XL,ibu007.XL,15.76,421,55,6,59,26,100,70,mm,1257,
4146,T9200.007.XS,ibu007.XS,15.76,157,55,2,59,26,100,70,mm,1257,
4147,T9200.007.XXL,ibu07.XXL,15.76,125,55,7,59,26,100,70,mm,1257,
4148,T9200.007.XXS,ibu07.XXS,15.76,24,55,1,59,26,100,70,mm,1257,
4149,T9200.007.XXXL,ibu7.XXXL,15.76,32,55,8,59,26,100,70,mm,1257,
4150,T9200.008.L,ilu.008.L,15.76,567,33,5,59,26,100,70,mm,1257,
4151,T9200.008.M,ilu.008.M,15.76,587,33,4,59,26,100,70,mm,1257,
4152,T9200.008.S,ilu.008.S,15.76,378,33,3,59,26,100,70,mm,1257,
4153,T9200.008.XL,ilu008.XL,15.76,330,33,6,59,26,100,70,mm,1257,
4154,T9200.008.XS,ilu008.XS,15.76,138,33,2,59,26,100,70,mm,1257,
4155,T9200.008.XXL,ilu08.XXL,15.76,139,33,7,59,26,100,70,mm,1257,
4156,T9200.008.XXS,ilu08.XXS,15.76,50,33,1,59,26,100,70,mm,1257,
4157,T9200.009.L,ive.009.L,15.76,1429,35,5,59,26,100,70,mm,1257,
4158,T9200.009.M,ive.009.M,15.76,1730,35,4,59,26,100,70,mm,1257,
4159,T9200.009.S,ive.009.S,15.76,904,35,3,59,26,100,70,mm,1257,
4160,T9200.009.XL,ive009.XL,15.76,1133,35,6,59,26,100,70,mm,1257,
4161,T9200.009.XS,ive009.XS,15.76,146,35,2,59,26,100,70,mm,1257,
4162,T9200.009.XXL,ive09.XXL,15.76,381,35,7,59,26,100,70,mm,1257,
4163,T9200.009.XXS,ive09.XXS,15.76,193,35,1,59,26,100,70,mm,1257,
4164,T9200.009.XXXL,ive9.XXXL,15.76,64,35,8,59,26,100,70,mm,1257,
4165,T9200.010.4XL,itr10.4XL,15.76,48,34,9,59,26,100,70,mm,1257,
4166,T9200.010.5XL,itr10.5XL,15.76,49,34,10,59,26,100,70,mm,1257,
4167,T9200.010.L,itr.010.L,15.76,970,34,5,59,26,100,70,mm,1257,
4168,T9200.010.M,itr.010.M,15.76,940,34,4,59,26,100,70,mm,1257,
4169,T9200.010.S,itr.010.S,15.76,622,34,3,59,26,100,70,mm,1257,
4170,T9200.010.XL,itr010.XL,15.76,607,34,6,59,26,100,70,mm,1257,
4171,T9200.010.XS,itr010.XS,15.76,289,34,2,59,26,100,70,mm,1257,
4172,T9200.010.XXL,itr10.XXL,15.76,219,34,7,59,26,100,70,mm,1257,
4173,T9200.010.XXS,itr10.XXS,15.76,48,34,1,59,26,100,70,mm,1257,
4174,T9200.010.XXXL,itr0.XXXL,15.76,86,34,8,59,26,100,70,mm,1257,
4175,T9200.011.L,ila.011.L,15.76,1106,32,5,59,26,100,70,mm,1257,
4176,T9200.011.M,ila.011.M,15.76,1078,32,4,59,26,100,70,mm,1257,
4177,T9200.011.S,ila.011.S,15.76,633,32,3,59,26,100,70,mm,1257,
4178,T9200.011.XL,ila011.XL,15.76,750,32,6,59,26,100,70,mm,1257,
